subjects,S,condition,R,rt
2,left,hangover,left,0.416624931
2,left,intoxicated,right,0.519323987
2,right,intoxicated,left,0.386004014
2,right,hangover,left,0.774821912
2,left,hangover,right,0.529708456
2,left,intoxicated,left,0.385677964
2,right,intoxicated,right,0.456935385
2,left,intoxicated,right,0.360319011
2,left,intoxicated,right,0.377733546
2,left,hangover,left,0.487274574
2,left,intoxicated,left,0.406972468
2,left,hangover,right,0.594785393
2,right,intoxicated,right,0.459899142
2,left,intoxicated,right,0.395702416
2,right,hangover,right,0.596083001
2,left,hangover,left,0.489951037
2,right,hangover,left,0.355391605
2,left,intoxicated,right,0.608046653
2,right,intoxicated,right,0.402065344
2,right,intoxicated,left,0.353624321
2,left,intoxicated,right,0.367954664
2,left,hangover,left,0.359881772
2,right,hangover,left,0.466851629
2,right,intoxicated,right,0.564268066
2,right,intoxicated,left,0.422300997
2,left,hangover,right,0.400244512
2,right,hangover,right,0.503650969
2,left,hangover,left,0.367712808
2,left,intoxicated,left,0.605534355
2,left,intoxicated,left,0.417085155
2,left,hangover,left,0.477370321
2,left,intoxicated,left,0.452426333
2,left,intoxicated,right,0.398417098
2,right,intoxicated,right,0.386111814
2,right,hangover,left,1.07123933
2,right,intoxicated,right,0.392945066
2,right,intoxicated,right,0.442394923
2,right,intoxicated,right,0.357020659
2,right,hangover,left,0.388786614
2,left,hangover,right,0.436776335
2,right,hangover,left,0.456488547
2,left,hangover,left,0.838938899
2,left,intoxicated,left,0.660975563
2,left,intoxicated,left,0.381780914
2,right,hangover,right,0.464456585
2,left,hangover,right,0.376428865
2,left,intoxicated,left,0.355178875
2,right,intoxicated,right,0.438363782
2,left,hangover,left,0.618063007
2,right,intoxicated,right,0.434550623
2,left,intoxicated,left,0.486290219
2,right,hangover,right,0.457964903
2,left,hangover,right,0.440475353
2,right,hangover,right,0.362094699
2,right,intoxicated,left,0.517756139
2,left,hangover,right,0.677946705
2,right,hangover,right,0.51942392
2,right,hangover,left,0.442669295
2,right,intoxicated,left,0.500327264
2,right,intoxicated,right,0.38390909
2,left,intoxicated,left,0.504854037
2,right,hangover,left,0.358957869
2,right,hangover,right,0.454194668
2,left,intoxicated,left,0.415371654
2,left,intoxicated,right,0.375105141
2,right,intoxicated,right,0.520737084
2,right,intoxicated,left,0.427295407
2,right,intoxicated,left,0.359178417
2,left,hangover,right,0.429811094
2,right,hangover,right,0.370883435
2,right,intoxicated,right,0.382179568
2,right,hangover,right,0.385822113
2,right,hangover,right,0.648471757
2,left,hangover,right,0.47206227
2,right,hangover,left,0.394513802
2,left,hangover,left,0.443039158
2,left,hangover,left,0.411024493
2,left,hangover,right,0.761469164
2,right,intoxicated,right,0.522371866
2,left,intoxicated,right,0.559798661
2,right,intoxicated,right,0.59648901
2,right,hangover,left,0.387728777
2,left,intoxicated,left,0.585218655
2,left,hangover,right,0.375113649
2,right,intoxicated,left,0.510321688
2,right,intoxicated,right,0.384352898
2,right,hangover,left,0.404899424
2,left,hangover,left,0.372858976
2,left,intoxicated,left,0.410253313
2,left,intoxicated,right,0.512781143
2,left,intoxicated,left,0.36789542
2,left,hangover,right,0.35388333
2,left,intoxicated,left,0.510624463
2,left,intoxicated,right,0.411962209
2,right,hangover,right,0.539417642
2,left,intoxicated,right,0.379823658
2,right,intoxicated,left,0.431875266
2,right,hangover,right,0.356706501
3,left,hangover,left,0.555075233
3,right,intoxicated,right,0.578375026
3,right,hangover,left,0.542023801
3,right,hangover,right,0.552844038
3,right,hangover,left,0.545232206
3,right,intoxicated,right,0.507679109
3,right,hangover,right,0.827256363
3,left,intoxicated,left,0.622790529
3,right,intoxicated,right,0.543414447
3,right,hangover,left,0.526372703
3,right,intoxicated,left,0.571229918
3,left,hangover,right,0.586454282
3,right,intoxicated,right,0.515952298
3,left,intoxicated,left,0.650485447
3,right,hangover,right,0.520251417
3,right,intoxicated,left,0.740122343
3,right,intoxicated,right,0.583460806
3,right,intoxicated,right,0.505152961
3,right,intoxicated,right,0.505829127
3,right,intoxicated,right,0.551560326
3,left,intoxicated,left,0.512981019
3,right,hangover,left,0.55890281
3,left,intoxicated,right,0.574432684
3,right,hangover,left,0.577526742
3,right,hangover,right,0.564265165
3,right,intoxicated,right,0.593719859
3,left,hangover,right,0.842522797
3,right,intoxicated,right,0.593051139
3,left,intoxicated,left,0.501488858
3,left,hangover,right,0.518671653
3,right,hangover,right,0.524777113
3,right,intoxicated,right,0.569822568
3,right,hangover,right,0.71692855
3,right,intoxicated,right,0.667717773
3,right,hangover,left,0.821799251
3,right,intoxicated,right,0.577965629
3,right,intoxicated,right,0.551936903
3,right,intoxicated,right,0.555845591
3,right,hangover,left,0.562266309
3,left,hangover,left,0.602248954
3,left,hangover,left,0.773515142
3,left,hangover,right,0.715958775
3,left,hangover,right,0.554648896
3,left,intoxicated,left,0.586525587
3,right,intoxicated,right,0.512487535
3,left,hangover,left,0.649781
3,right,intoxicated,left,0.558330505
3,right,hangover,left,0.645762682
3,left,hangover,right,0.565533996
3,left,hangover,right,0.748293922
3,right,hangover,left,0.664482859
3,left,intoxicated,left,0.694868337
3,left,hangover,left,0.527189276
3,right,intoxicated,right,0.545924947
3,right,hangover,left,0.532555452
3,right,hangover,left,0.536751153
3,right,intoxicated,right,0.522467968
3,right,hangover,right,0.595342858
3,left,hangover,right,0.579561456
3,left,hangover,left,0.523571445
3,right,hangover,right,0.679452612
3,left,hangover,right,0.604858675
3,left,intoxicated,left,0.706332881
3,right,hangover,left,0.535912939
3,left,hangover,left,0.519770829
3,right,intoxicated,right,0.576965439
3,left,intoxicated,right,0.602073103
3,right,intoxicated,right,0.507192261
3,right,intoxicated,right,0.539100454
3,left,hangover,left,0.571913337
3,right,hangover,left,0.653583264
3,right,hangover,left,0.565172122
3,left,hangover,right,0.552938753
3,left,intoxicated,right,0.535700941
3,right,hangover,left,0.518474213
3,right,hangover,right,0.584723988
3,right,intoxicated,left,0.564242766
3,left,hangover,left,0.508175883
3,right,intoxicated,right,0.529285037
3,right,intoxicated,right,0.620605445
3,right,hangover,right,0.530671688
3,right,hangover,right,0.714809602
3,left,intoxicated,left,0.518991673
3,right,hangover,left,0.838977665
3,left,intoxicated,left,0.564985051
3,right,hangover,left,0.688507837
3,right,hangover,left,0.543312673
3,right,hangover,left,0.658067608
3,left,hangover,right,0.696741417
3,right,intoxicated,right,0.503292599
3,right,intoxicated,right,0.636884023
3,left,hangover,left,0.618157835
3,right,intoxicated,right,0.622434968
3,left,intoxicated,left,0.593435387
3,left,intoxicated,left,0.571380133
3,left,hangover,left,0.88652082
3,left,hangover,right,0.586169712
3,left,intoxicated,left,0.495283697
3,right,hangover,left,0.528927368
3,right,intoxicated,left,0.575342123
3,left,intoxicated,left,0.542659734
3,left,intoxicated,left,0.557071822
3,left,hangover,right,0.632129592
3,left,intoxicated,right,0.643278871
3,left,hangover,right,0.621939828
3,left,hangover,right,0.544635865
3,right,hangover,left,0.705159653
3,left,intoxicated,right,0.877042118
3,left,intoxicated,left,0.846254457
3,left,intoxicated,left,0.802007853
3,left,hangover,right,0.50287068
3,left,intoxicated,left,0.519710952
3,right,hangover,right,0.646611874
3,left,hangover,right,0.927723706
3,left,intoxicated,right,0.5102803
3,left,intoxicated,right,0.607072713
3,left,hangover,left,0.748021535
3,right,intoxicated,left,0.555605408
3,left,hangover,left,0.702007021
3,left,hangover,right,0.619967056
3,left,hangover,right,0.579986207
3,right,intoxicated,right,0.502822386
3,right,hangover,left,0.587427672
3,left,hangover,left,0.540553184
3,right,intoxicated,right,0.514469543
3,left,hangover,right,0.516099544
3,right,intoxicated,right,0.746164038
3,left,hangover,left,0.578312359
3,right,intoxicated,left,0.655524485
3,right,intoxicated,right,0.67894043
3,left,intoxicated,left,0.525814861
3,left,intoxicated,right,0.522167908
3,left,hangover,left,0.555031882
3,right,hangover,left,0.599754243
3,left,intoxicated,right,0.605162132
3,right,intoxicated,right,0.609774235
3,left,intoxicated,right,0.512419334
3,right,intoxicated,right,0.573814684
3,right,intoxicated,right,0.584113214
3,left,hangover,right,0.671204964
3,right,hangover,right,0.503787926
3,left,intoxicated,left,0.582372621
3,left,intoxicated,left,0.523076603
3,left,intoxicated,right,0.529552467
3,left,intoxicated,left,0.600001238
3,right,hangover,left,0.648326079
3,left,hangover,left,0.614435598
3,right,hangover,left,0.596965871
3,right,hangover,right,0.523430842
3,left,hangover,right,0.867573809
3,left,intoxicated,left,0.635436714
3,right,intoxicated,right,0.583244244
3,right,hangover,left,0.508685316
3,left,intoxicated,left,0.603884625
3,left,hangover,left,0.59451551
3,left,hangover,right,0.530393046
3,right,hangover,left,0.659455517
3,right,intoxicated,right,0.541769825
3,right,hangover,right,0.519005021
3,left,intoxicated,right,0.523548331
3,right,hangover,left,0.704561726
3,right,hangover,left,0.698231055
3,left,hangover,right,0.808374072
3,left,intoxicated,left,0.656473458
3,right,intoxicated,right,0.507506745
3,left,intoxicated,left,0.547085457
3,left,hangover,left,0.531707593
3,right,intoxicated,right,0.50897013
3,left,intoxicated,right,0.65231255
3,left,intoxicated,left,0.517619681
3,right,intoxicated,left,0.559183486
3,left,intoxicated,right,0.511810431
3,right,intoxicated,right,0.618835062
3,right,hangover,left,0.555936368
3,left,hangover,left,0.727191767
3,right,hangover,right,0.537658905
3,left,hangover,left,0.59285229
3,right,intoxicated,right,0.539771756
3,left,intoxicated,left,0.49964924
3,left,hangover,left,0.691112819
3,left,intoxicated,left,0.557731401
3,left,hangover,right,0.587495644
3,left,hangover,right,0.5624485
3,left,intoxicated,left,0.600784781
3,right,intoxicated,left,0.542513027
3,right,hangover,right,0.545112346
3,left,hangover,left,0.656744209
3,right,hangover,right,0.52742762
3,right,hangover,left,0.53891807
3,right,intoxicated,left,0.515872712
3,left,intoxicated,right,0.768427118
3,left,hangover,right,1.076254749
3,right,intoxicated,left,0.680997453
3,left,intoxicated,left,0.564254408
3,left,intoxicated,left,0.521136418
3,right,intoxicated,left,0.513011132
3,left,intoxicated,left,0.577494105
3,right,hangover,left,0.541248286
3,left,intoxicated,right,0.521656811
3,right,intoxicated,right,0.529590418
3,right,hangover,left,0.763057792
3,left,hangover,right,0.540145197
3,left,intoxicated,left,0.864607014
3,right,hangover,left,0.6138885
3,right,hangover,right,0.513166405
3,left,intoxicated,right,0.525174026
3,left,hangover,right,0.502150808
3,right,intoxicated,right,0.512161885
3,left,intoxicated,left,0.511771388
3,right,hangover,left,0.587782271
3,left,intoxicated,left,0.50919212
3,left,intoxicated,left,0.582889606
3,left,intoxicated,right,0.515005381
3,left,intoxicated,right,0.56698763
3,right,hangover,left,0.574778654
3,left,intoxicated,left,0.504517143
3,right,intoxicated,right,0.505853431
3,right,intoxicated,right,0.640999419
3,right,intoxicated,left,0.500645318
3,left,intoxicated,left,0.497902934
3,right,intoxicated,right,1.030263053
3,left,hangover,left,0.706133562
3,left,intoxicated,left,0.646144333
3,right,intoxicated,left,0.538341822
3,right,hangover,left,0.568444056
3,left,hangover,right,0.646233451
3,right,hangover,left,1.05142444
3,left,hangover,right,0.542263344
3,right,hangover,right,0.562499485
3,right,intoxicated,right,0.545303487
3,right,hangover,right,0.58954106
3,left,intoxicated,right,0.722144211
3,right,intoxicated,right,0.67907506
3,left,hangover,left,0.638683623
3,left,hangover,right,0.506891744
3,left,intoxicated,left,0.598535736
3,left,intoxicated,right,0.668440646
3,right,hangover,left,0.529140602
3,right,intoxicated,right,0.612003712
3,right,intoxicated,right,0.573864354
3,left,intoxicated,right,0.503394671
3,right,hangover,left,0.57443802
3,left,intoxicated,right,0.565099069
3,left,hangover,left,0.549785143
3,right,intoxicated,left,0.52050118
3,left,intoxicated,left,0.841419139
3,left,hangover,left,0.507439508
3,left,hangover,left,0.54419246
3,left,hangover,right,0.535912941
3,right,hangover,right,0.6843083
3,left,hangover,left,0.612067059
3,right,hangover,left,0.592104721
3,right,hangover,right,0.63368575
3,left,hangover,right,0.52186565
3,right,intoxicated,left,0.616374157
3,right,hangover,left,0.561040986
3,left,intoxicated,left,0.58812621
3,right,hangover,right,0.58375939
3,left,intoxicated,left,0.605789613
3,left,intoxicated,left,0.731918349
3,left,hangover,right,0.531897319
3,left,hangover,right,0.523013733
3,left,hangover,left,0.616351965
3,left,hangover,right,0.661945108
3,left,intoxicated,left,0.514092789
3,right,hangover,right,0.674597558
3,left,intoxicated,left,0.605380217
3,left,hangover,left,0.558711709
3,right,hangover,left,0.55452904
3,left,intoxicated,left,0.506473561
3,right,intoxicated,right,0.516919217
3,left,hangover,right,0.519116084
3,left,hangover,left,0.971063655
3,left,hangover,left,0.528060861
3,right,hangover,left,0.583090964
3,right,hangover,right,0.511575934
3,right,intoxicated,right,0.543600798
3,right,intoxicated,left,0.523102119
3,right,intoxicated,right,0.546999637
3,left,hangover,right,0.587713225
3,right,intoxicated,left,0.621456703
3,left,intoxicated,left,0.552130575
3,right,hangover,left,0.506657592
3,left,hangover,left,0.640943571
3,left,intoxicated,right,0.52109581
3,right,hangover,right,0.813498753
3,right,hangover,left,0.52558012
3,right,intoxicated,right,0.765168064
3,left,intoxicated,left,0.533018379
3,right,hangover,right,0.509024031
3,right,intoxicated,left,0.610121906
3,right,hangover,left,0.634496392
3,right,hangover,left,0.596274136
3,right,intoxicated,right,0.521500972
3,right,intoxicated,right,0.526188881
3,right,hangover,left,0.542721573
3,right,intoxicated,right,0.568969053
3,left,hangover,left,0.506355016
3,left,hangover,left,0.518981194
3,left,hangover,left,0.52545501
3,right,intoxicated,left,0.581347052
3,left,intoxicated,left,0.6167174
3,right,hangover,left,0.603431104
3,left,hangover,left,0.660687995
3,right,hangover,left,0.598553362
3,left,intoxicated,right,0.750400944
3,right,intoxicated,right,0.548833355
3,left,intoxicated,right,0.60637149
3,right,hangover,right,0.496603573
3,right,hangover,left,0.508076349
3,left,hangover,right,0.549614234
3,right,hangover,left,0.574109583
3,right,hangover,right,0.569412232
3,right,intoxicated,right,0.69093091
3,right,intoxicated,left,0.60800017
3,left,hangover,right,0.536955662
3,left,intoxicated,left,0.93800333
